feature_name,source_file,source_column,block_name,geography,transform_type,native_frequency,lag_months,available_in_feature_master_monthly,available_in_modeling_panel_hstack,is_interaction,first_valid_date,last_valid_date,nonmissing_count,nonmissing_share,notes
int_china_pe_spread_x_eq_em,derived_interaction,china_pe_spread x eq_em_relevance_flag,interaction,CHINA_EM,china_block_x_em_relevance,monthly,0,1,1,1,2006-01-31,2026-02-28,3630,1.0,China PE spread relevance-gated to EQ_EM.
int_china_pmi_nbs_mfg_x_eq_em,derived_interaction,china_pmi_nbs_mfg x eq_em_relevance_flag,interaction,CHINA_EM,china_block_x_em_relevance,monthly,0,1,1,1,2006-01-31,2026-02-28,3630,1.0,China PMI relevance-gated to EQ_EM.
int_china_sse_mom_x_eq_em,derived_interaction,china_sse_composite_usd_mom_12_1 x eq_em_relevance_flag,interaction,CHINA_EM,china_block_x_em_relevance,monthly,0,1,1,1,2007-02-28,2026-02-28,3435,0.9462809917355371,China market momentum relevance-gated to EQ_EM.
int_cr_eu_hy_x_mom_12_1,derived_interaction,mom_12_1 x sleeve_dummy_cr_eu_hy,interaction,CR_EU_HY,sleeve_dummy_x_predictor,monthly,0,1,1,1,2006-01-31,2026-02-28,3382,0.9316804407713498,Sleeve-specific momentum slope for CR_EU_HY.
int_cr_eu_hy_x_vol_12m,derived_interaction,vol_12m x sleeve_dummy_cr_eu_hy,interaction,CR_EU_HY,sleeve_dummy_x_predictor,monthly,0,1,1,1,2006-01-31,2026-02-28,3389,0.9336088154269973,Sleeve-specific 12m volatility slope for CR_EU_HY.
int_cr_eu_ig_x_mom_12_1,derived_interaction,mom_12_1 x sleeve_dummy_cr_eu_ig,interaction,CR_EU_IG,sleeve_dummy_x_predictor,monthly,0,1,1,1,2006-01-31,2026-02-28,3382,0.9316804407713498,Sleeve-specific momentum slope for CR_EU_IG.
int_cr_eu_ig_x_vol_12m,derived_interaction,vol_12m x sleeve_dummy_cr_eu_ig,interaction,CR_EU_IG,sleeve_dummy_x_predictor,monthly,0,1,1,1,2006-01-31,2026-02-28,3389,0.9336088154269973,Sleeve-specific 12m volatility slope for CR_EU_IG.
int_cr_us_hy_x_mom_12_1,derived_interaction,mom_12_1 x sleeve_dummy_cr_us_hy,interaction,CR_US_HY,sleeve_dummy_x_predictor,monthly,0,1,1,1,2006-01-31,2026-02-28,3382,0.9316804407713498,Sleeve-specific momentum slope for CR_US_HY.
int_cr_us_hy_x_vol_12m,derived_interaction,vol_12m x sleeve_dummy_cr_us_hy,interaction,CR_US_HY,sleeve_dummy_x_predictor,monthly,0,1,1,1,2006-01-31,2026-02-28,3389,0.9336088154269973,Sleeve-specific 12m volatility slope for CR_US_HY.
int_cr_us_ig_x_mom_12_1,derived_interaction,mom_12_1 x sleeve_dummy_cr_us_ig,interaction,CR_US_IG,sleeve_dummy_x_predictor,monthly,0,1,1,1,2006-01-31,2026-02-28,3382,0.9316804407713498,Sleeve-specific momentum slope for CR_US_IG.
int_cr_us_ig_x_vol_12m,derived_interaction,vol_12m x sleeve_dummy_cr_us_ig,interaction,CR_US_IG,sleeve_dummy_x_predictor,monthly,0,1,1,1,2006-01-31,2026-02-28,3389,0.9336088154269973,Sleeve-specific 12m volatility slope for CR_US_IG.
int_credit_x_us_real10y,derived_interaction,us_real10y x asset_group_dummy_credit,interaction,CREDIT,asset_group_dummy_x_predictor,monthly,0,1,1,1,2006-01-31,2026-02-28,3630,1.0,Asset-group real-rate interaction for Credit sleeves.
int_credit_x_vix,derived_interaction,vix x asset_group_dummy_credit,interaction,CREDIT,asset_group_dummy_x_predictor,monthly,0,1,1,1,2006-01-31,2026-02-28,3630,1.0,Asset-group VIX exposure interaction for Credit sleeves.
int_eq_cn_x_mom_12_1,derived_interaction,mom_12_1 x sleeve_dummy_eq_cn,interaction,EQ_CN,sleeve_dummy_x_predictor,monthly,0,1,1,1,2006-01-31,2026-02-28,3382,0.9316804407713498,Sleeve-specific momentum slope for EQ_CN.
int_eq_cn_x_vol_12m,derived_interaction,vol_12m x sleeve_dummy_eq_cn,interaction,EQ_CN,sleeve_dummy_x_predictor,monthly,0,1,1,1,2006-01-31,2026-02-28,3389,0.9336088154269973,Sleeve-specific 12m volatility slope for EQ_CN.
int_eq_em_x_mom_12_1,derived_interaction,mom_12_1 x sleeve_dummy_eq_em,interaction,EQ_EM,sleeve_dummy_x_predictor,monthly,0,1,1,1,2006-01-31,2026-02-28,3382,0.9316804407713498,Sleeve-specific momentum slope for EQ_EM.
int_eq_em_x_vol_12m,derived_interaction,vol_12m x sleeve_dummy_eq_em,interaction,EQ_EM,sleeve_dummy_x_predictor,monthly,0,1,1,1,2006-01-31,2026-02-28,3389,0.9336088154269973,Sleeve-specific 12m volatility slope for EQ_EM.
int_eq_ez_x_mom_12_1,derived_interaction,mom_12_1 x sleeve_dummy_eq_ez,interaction,EQ_EZ,sleeve_dummy_x_predictor,monthly,0,1,1,1,2006-01-31,2026-02-28,3382,0.9316804407713498,Sleeve-specific momentum slope for EQ_EZ.
int_eq_ez_x_vol_12m,derived_interaction,vol_12m x sleeve_dummy_eq_ez,interaction,EQ_EZ,sleeve_dummy_x_predictor,monthly,0,1,1,1,2006-01-31,2026-02-28,3389,0.9336088154269973,Sleeve-specific 12m volatility slope for EQ_EZ.
int_eq_jp_x_mom_12_1,derived_interaction,mom_12_1 x sleeve_dummy_eq_jp,interaction,EQ_JP,sleeve_dummy_x_predictor,monthly,0,1,1,1,2006-01-31,2026-02-28,3382,0.9316804407713498,Sleeve-specific momentum slope for EQ_JP.
int_eq_jp_x_vol_12m,derived_interaction,vol_12m x sleeve_dummy_eq_jp,interaction,EQ_JP,sleeve_dummy_x_predictor,monthly,0,1,1,1,2006-01-31,2026-02-28,3389,0.9336088154269973,Sleeve-specific 12m volatility slope for EQ_JP.
int_eq_us_x_mom_12_1,derived_interaction,mom_12_1 x sleeve_dummy_eq_us,interaction,EQ_US,sleeve_dummy_x_predictor,monthly,0,1,1,1,2006-01-31,2026-02-28,3382,0.9316804407713498,Sleeve-specific momentum slope for EQ_US.
int_eq_us_x_vol_12m,derived_interaction,vol_12m x sleeve_dummy_eq_us,interaction,EQ_US,sleeve_dummy_x_predictor,monthly,0,1,1,1,2006-01-31,2026-02-28,3389,0.9336088154269973,Sleeve-specific 12m volatility slope for EQ_US.
int_equity_x_us_real10y,derived_interaction,us_real10y x asset_group_dummy_equity,interaction,EQUITY,asset_group_dummy_x_predictor,monthly,0,1,1,1,2006-01-31,2026-02-28,3630,1.0,Asset-group real-rate interaction for Equity sleeves.
int_equity_x_vix,derived_interaction,vix x asset_group_dummy_equity,interaction,EQUITY,asset_group_dummy_x_predictor,monthly,0,1,1,1,2006-01-31,2026-02-28,3630,1.0,Asset-group VIX exposure interaction for Equity sleeves.
int_fi_eu_govt_x_mom_12_1,derived_interaction,mom_12_1 x sleeve_dummy_fi_eu_govt,interaction,FI_EU_GOVT,sleeve_dummy_x_predictor,monthly,0,1,1,1,2006-01-31,2026-02-28,3382,0.9316804407713498,Sleeve-specific momentum slope for FI_EU_GOVT.
int_fi_eu_govt_x_vol_12m,derived_interaction,vol_12m x sleeve_dummy_fi_eu_govt,interaction,FI_EU_GOVT,sleeve_dummy_x_predictor,monthly,0,1,1,1,2006-01-31,2026-02-28,3389,0.9336088154269973,Sleeve-specific 12m volatility slope for FI_EU_GOVT.
int_fi_ust_x_mom_12_1,derived_interaction,mom_12_1 x sleeve_dummy_fi_ust,interaction,FI_UST,sleeve_dummy_x_predictor,monthly,0,1,1,1,2006-01-31,2026-02-28,3382,0.9316804407713498,Sleeve-specific momentum slope for FI_UST.
int_fi_ust_x_vol_12m,derived_interaction,vol_12m x sleeve_dummy_fi_ust,interaction,FI_UST,sleeve_dummy_x_predictor,monthly,0,1,1,1,2006-01-31,2026-02-28,3389,0.9336088154269973,Sleeve-specific 12m volatility slope for FI_UST.
int_fixed_income_x_us_real10y,derived_interaction,us_real10y x asset_group_dummy_fixed_income,interaction,FIXED INCOME,asset_group_dummy_x_predictor,monthly,0,1,1,1,2006-01-31,2026-02-28,3630,1.0,Asset-group real-rate interaction for Fixed Income sleeves.
int_fixed_income_x_vix,derived_interaction,vix x asset_group_dummy_fixed_income,interaction,FIXED INCOME,asset_group_dummy_x_predictor,monthly,0,1,1,1,2006-01-31,2026-02-28,3630,1.0,Asset-group VIX exposure interaction for Fixed Income sleeves.
int_ig_oas_x_cape_local,derived_interaction,ig_oas x cape_local,interaction,LOCAL_MAPPED,stress_x_valuation,monthly,0,1,1,1,2006-01-31,2026-02-28,2662,0.7333333333333333,Credit-stress-by-local-CAPE interaction.
int_ig_oas_x_rel_mom_vs_treasury,derived_interaction,ig_oas x rel_mom_vs_treasury,interaction,MULTI_ASSET,stress_x_momentum,monthly,0,1,1,1,2006-01-31,2026-02-28,3382,0.9316804407713498,Credit-stress-by-relative-momentum interaction.
int_jp_buyback_mom_x_eq_jp,derived_interaction,jp_buyback_index_usd_mom_12_1 x jp_relevance_flag,interaction,JAPAN,japan_block_x_jp_relevance,monthly,0,1,1,1,2007-02-28,2026-02-28,3435,0.9462809917355371,Japan buyback-index momentum relevance-gated to EQ_JP.
int_jp_oecd_alt_x_eq_jp,derived_interaction,jp_oecd_leading_alt x jp_relevance_flag,interaction,JAPAN,japan_block_x_jp_relevance,monthly,0,1,1,1,2006-01-31,2026-02-28,3630,1.0,Japan leading-indicator relevance-gated to EQ_JP.
int_jp_pe_ratio_x_eq_jp,derived_interaction,jp_pe_ratio x jp_relevance_flag,interaction,JAPAN,japan_block_x_jp_relevance,monthly,0,1,1,1,2006-01-31,2026-02-28,3630,1.0,Japan PE ratio relevance-gated to EQ_JP.
int_jp_tankan_actual_x_eq_jp,derived_interaction,jp_tankan_actual x jp_relevance_flag,interaction,JAPAN,japan_block_x_jp_relevance,monthly,0,1,1,1,2006-01-31,2026-02-28,3630,1.0,Japan Tankan relevance-gated to EQ_JP.
int_listed_infra_x_mom_12_1,derived_interaction,mom_12_1 x sleeve_dummy_listed_infra,interaction,LISTED_INFRA,sleeve_dummy_x_predictor,monthly,0,1,1,1,2006-01-31,2026-02-28,3382,0.9316804407713498,Sleeve-specific momentum slope for LISTED_INFRA.
int_listed_infra_x_vol_12m,derived_interaction,vol_12m x sleeve_dummy_listed_infra,interaction,LISTED_INFRA,sleeve_dummy_x_predictor,monthly,0,1,1,1,2006-01-31,2026-02-28,3389,0.9336088154269973,Sleeve-specific 12m volatility slope for LISTED_INFRA.
int_listed_re_x_mom_12_1,derived_interaction,mom_12_1 x sleeve_dummy_listed_re,interaction,LISTED_RE,sleeve_dummy_x_predictor,monthly,0,1,1,1,2006-01-31,2026-02-28,3382,0.9316804407713498,Sleeve-specific momentum slope for LISTED_RE.
int_listed_re_x_vol_12m,derived_interaction,vol_12m x sleeve_dummy_listed_re,interaction,LISTED_RE,sleeve_dummy_x_predictor,monthly,0,1,1,1,2006-01-31,2026-02-28,3389,0.9336088154269973,Sleeve-specific 12m volatility slope for LISTED_RE.
int_log_horizon_x_cape_local,derived_interaction,cape_local x log_horizon_years,interaction,HORIZON,predictor_x_log_horizon_years,monthly,0,0,1,1,2006-01-31,2026-02-28,7986,0.7333333333333333,Horizon-conditioned local CAPE interaction.
int_log_horizon_x_china_cli,derived_interaction,china_cli x log_horizon_years,interaction,HORIZON,predictor_x_log_horizon_years,monthly,0,0,1,1,2006-01-31,2026-02-28,10890,1.0,Horizon-conditioned China CLI interaction.
int_log_horizon_x_jp_pe_ratio,derived_interaction,jp_pe_ratio x log_horizon_years,interaction,HORIZON,predictor_x_log_horizon_years,monthly,0,0,1,1,2006-01-31,2026-02-28,10890,1.0,Horizon-conditioned Japan PE interaction.
int_log_horizon_x_mom_12_1,derived_interaction,mom_12_1 x log_horizon_years,interaction,HORIZON,predictor_x_log_horizon_years,monthly,0,0,1,1,2006-01-31,2026-02-28,10146,0.9316804407713498,Horizon-conditioned momentum interaction.
int_log_horizon_x_us_real10y,derived_interaction,us_real10y x log_horizon_years,interaction,HORIZON,predictor_x_log_horizon_years,monthly,0,0,1,1,2006-01-31,2026-02-28,10890,1.0,Horizon-conditioned real-rate interaction.
int_log_horizon_x_vix,derived_interaction,vix x log_horizon_years,interaction,HORIZON,predictor_x_log_horizon_years,monthly,0,0,1,1,2006-01-31,2026-02-28,10890,1.0,Horizon-conditioned VIX interaction.
int_log_horizon_x_vol_12m,derived_interaction,vol_12m x log_horizon_years,interaction,HORIZON,predictor_x_log_horizon_years,monthly,0,0,1,1,2006-01-31,2026-02-28,10167,0.9336088154269973,Horizon-conditioned volatility interaction.
int_oecd_activity_proxy_local_x_local_term_slope,derived_interaction,oecd_activity_proxy_local x local_term_slope,interaction,LOCAL_MAPPED,cli_x_slope_or_spread,monthly,0,1,1,1,2006-02-28,2026-02-28,2410,0.6639118457300276,Local activity proxy by local term-slope interaction.
int_re_us_x_mom_12_1,derived_interaction,mom_12_1 x sleeve_dummy_re_us,interaction,RE_US,sleeve_dummy_x_predictor,monthly,0,1,1,1,2006-01-31,2026-02-28,3382,0.9316804407713498,Sleeve-specific momentum slope for RE_US.
int_re_us_x_vol_12m,derived_interaction,vol_12m x sleeve_dummy_re_us,interaction,RE_US,sleeve_dummy_x_predictor,monthly,0,1,1,1,2006-01-31,2026-02-28,3389,0.9336088154269973,Sleeve-specific 12m volatility slope for RE_US.
int_real_asset_x_us_real10y,derived_interaction,us_real10y x asset_group_dummy_real_asset,interaction,REAL ASSET,asset_group_dummy_x_predictor,monthly,0,1,1,1,2006-01-31,2026-02-28,3630,1.0,Asset-group real-rate interaction for Real Asset sleeves.
int_real_asset_x_vix,derived_interaction,vix x asset_group_dummy_real_asset,interaction,REAL ASSET,asset_group_dummy_x_predictor,monthly,0,1,1,1,2006-01-31,2026-02-28,3630,1.0,Asset-group VIX exposure interaction for Real Asset sleeves.
int_us_real10y_x_mom_12_1,derived_interaction,us_real10y x mom_12_1,interaction,MULTI_ASSET,stress_x_momentum,monthly,0,1,1,1,2006-01-31,2026-02-28,3382,0.9316804407713498,Real-rate-by-momentum interaction.
int_vix_x_cape_local,derived_interaction,vix x cape_local,interaction,LOCAL_MAPPED,stress_x_valuation,monthly,0,1,1,1,2006-01-31,2026-02-28,2662,0.7333333333333333,Stress-by-local-CAPE interaction.
int_vix_x_em_minus_global_pe,derived_interaction,vix x em_minus_global_pe,interaction,EM_GLOBAL,stress_x_valuation,monthly,0,1,1,1,2006-01-31,2026-02-28,3630,1.0,Stress-by-EM-global valuation interaction.
int_vix_x_mom_12_1,derived_interaction,vix x mom_12_1,interaction,MULTI_ASSET,stress_x_momentum,monthly,0,1,1,1,2006-01-31,2026-02-28,3382,0.9316804407713498,Stress-by-momentum interaction.
jp_10y_yield_file,country_level_macro_data/japan_10y_bond_yield_cpi.csv,Ten-year government bond yield,japan_enrichment,JAPAN,level,daily,0,1,1,0,2006-01-31,2026-02-28,3630,1.0,
jp_10y_yield_file_delta_1m,country_level_macro_data/japan_10y_bond_yield_cpi.csv,Ten-year government bond yield,japan_enrichment,JAPAN,delta_1m,daily,0,1,1,0,2006-02-28,2026-02-28,3615,0.9958677685950413,Derived from jp_10y_yield_file
jp_buyback_index_usd,country_level_macro_data/japan buyback yield.xlsx,trade_price,japan_enrichment,JAPAN,market_price_level,monthly,0,1,1,0,2006-01-31,2026-02-28,3630,1.0,
jp_buyback_index_usd_logchg_12m,country_level_macro_data/japan buyback yield.xlsx,trade_price,japan_enrichment,JAPAN,logchg_12m,monthly,0,1,1,0,2007-01-31,2026-02-28,3450,0.9504132231404959,Derived from jp_buyback_index_usd
jp_buyback_index_usd_logchg_1m,country_level_macro_data/japan buyback yield.xlsx,trade_price,japan_enrichment,JAPAN,logchg_1m,monthly,0,1,1,0,2006-02-28,2026-02-28,3615,0.9958677685950413,Derived from jp_buyback_index_usd
jp_buyback_index_usd_mom_12_1,country_level_macro_data/japan buyback yield.xlsx,trade_price,japan_enrichment,JAPAN,mom_12_1,monthly,0,1,1,0,2007-02-28,2026-02-28,3435,0.9462809917355371,Derived from jp_buyback_index_usd
jp_cpi_core_ex_food_energy,country_level_macro_data/japan_macro_fiscal_socioeconomic.csv,CPI Core ex fresh food and energy,japan_enrichment,JAPAN,level,monthly,1,1,1,0,2006-01-31,2026-02-28,3630,1.0,
jp_cpi_core_ex_food_energy_delta_1m,country_level_macro_data/japan_macro_fiscal_socioeconomic.csv,CPI Core ex fresh food and energy,japan_enrichment,JAPAN,delta_1m,monthly,1,1,1,0,2006-02-28,2026-02-28,3615,0.9958677685950413,Derived from jp_cpi_core_ex_food_energy
jp_cpi_core_ex_fresh,country_level_macro_data/japan_macro_fiscal_socioeconomic.csv,CPI Core ex fresh food,japan_enrichment,JAPAN,level,monthly,1,1,1,0,2006-01-31,2026-02-28,3630,1.0,
jp_cpi_core_ex_fresh_delta_1m,country_level_macro_data/japan_macro_fiscal_socioeconomic.csv,CPI Core ex fresh food,japan_enrichment,JAPAN,delta_1m,monthly,1,1,1,0,2006-02-28,2026-02-28,3615,0.9958677685950413,Derived from jp_cpi_core_ex_fresh
jp_cpi_file,country_level_macro_data/japan_10y_bond_yield_cpi.csv,CPI,japan_enrichment,JAPAN,level,monthly,1,1,1,0,2006-01-31,2026-02-28,3630,1.0,
jp_cpi_file_delta_1m,country_level_macro_data/japan_10y_bond_yield_cpi.csv,CPI,japan_enrichment,JAPAN,delta_1m,monthly,1,1,1,0,2006-02-28,2026-02-28,3615,0.9958677685950413,Derived from jp_cpi_file
jp_cpi_headline_alt,country_level_macro_data/japan_macro_fiscal_socioeconomic.csv,CPI Headline,japan_enrichment,JAPAN,level,monthly,1,1,1,0,2006-01-31,2026-02-28,3630,1.0,
jp_cpi_headline_alt_delta_1m,country_level_macro_data/japan_macro_fiscal_socioeconomic.csv,CPI Headline,japan_enrichment,JAPAN,delta_1m,monthly,1,1,1,0,2006-02-28,2026-02-28,3615,0.9958677685950413,Derived from jp_cpi_headline_alt
jp_employed_persons,country_level_macro_data/japan_macro_fiscal_socioeconomic.csv,EMPLOYED PERSONS,japan_enrichment,JAPAN,level,monthly,1,1,1,0,2006-01-31,2026-02-28,3630,1.0,
jp_employed_persons_delta_1m,country_level_macro_data/japan_macro_fiscal_socioeconomic.csv,EMPLOYED PERSONS,japan_enrichment,JAPAN,delta_1m,monthly,1,1,1,0,2006-02-28,2026-02-28,3615,0.9958677685950413,Derived from jp_employed_persons
jp_gdp_four_quarter,country_level_macro_data/japan_macro_fiscal_socioeconomic.csv,GDP Four-quarter,japan_enrichment,JAPAN,level,quarterly,4,1,1,0,2006-01-31,2026-02-28,3630,1.0,
jp_gdp_four_quarter_delta_1m,country_level_macro_data/japan_macro_fiscal_socioeconomic.csv,GDP Four-quarter,japan_enrichment,JAPAN,delta_1m,quarterly,4,1,1,0,2006-02-28,2026-02-28,3615,0.9958677685950413,Derived from jp_gdp_four_quarter
jp_gdp_quarterly,country_level_macro_data/japan_macro_fiscal_socioeconomic.csv,GDP Quarterly,japan_enrichment,JAPAN,level,quarterly,4,1,1,0,2006-01-31,2026-02-28,3630,1.0,
jp_gdp_quarterly_delta_1m,country_level_macro_data/japan_macro_fiscal_socioeconomic.csv,GDP Quarterly,japan_enrichment,JAPAN,delta_1m,quarterly,4,1,1,0,2006-02-28,2026-02-28,3615,0.9958677685950413,Derived from jp_gdp_quarterly
jp_ip_12m,country_level_macro_data/japan_macro_fiscal_socioeconomic.csv,IP Twelve-month,japan_enrichment,JAPAN,level,monthly,1,1,1,0,2006-01-31,2026-02-28,3630,1.0,
jp_ip_12m_alt,country_level_macro_data/japan_macro_fiscal_socioeconomic.csv,IP Twelve-month 2,japan_enrichment,JAPAN,level,monthly,1,1,1,0,2006-01-31,2026-02-28,3630,1.0,
jp_ip_12m_alt_delta_1m,country_level_macro_data/japan_macro_fiscal_socioeconomic.csv,IP Twelve-month 2,japan_enrichment,JAPAN,delta_1m,monthly,1,1,1,0,2006-02-28,2026-02-28,3615,0.9958677685950413,Derived from jp_ip_12m_alt
jp_ip_12m_delta_1m,country_level_macro_data/japan_macro_fiscal_socioeconomic.csv,IP Twelve-month,japan_enrichment,JAPAN,delta_1m,monthly,1,1,1,0,2006-02-28,2026-02-28,3615,0.9958677685950413,Derived from jp_ip_12m
jp_ip_3m,country_level_macro_data/japan_macro_fiscal_socioeconomic.csv,IP Three-month,japan_enrichment,JAPAN,level,monthly,1,1,1,0,2006-01-31,2026-02-28,3630,1.0,
jp_ip_3m_delta_1m,country_level_macro_data/japan_macro_fiscal_socioeconomic.csv,IP Three-month,japan_enrichment,JAPAN,delta_1m,monthly,1,1,1,0,2006-02-28,2026-02-28,3615,0.9958677685950413,Derived from jp_ip_3m
jp_ip_3mma,country_level_macro_data/japan_macro_fiscal_socioeconomic.csv,IP Three-month 3MMA,japan_enrichment,JAPAN,level,monthly,1,1,1,0,2006-01-31,2026-02-28,3630,1.0,
jp_ip_3mma_delta_1m,country_level_macro_data/japan_macro_fiscal_socioeconomic.csv,IP Three-month 3MMA,japan_enrichment,JAPAN,delta_1m,monthly,1,1,1,0,2006-02-28,2026-02-28,3615,0.9958677685950413,Derived from jp_ip_3mma
jp_long_rate_alt,country_level_macro_data/japan_macro_fiscal_socioeconomic.csv,Long-term government bond yield,japan_enrichment,JAPAN,level,monthly,1,1,1,0,2006-01-31,2026-02-28,3630,1.0,
jp_long_rate_alt_delta_1m,country_level_macro_data/japan_macro_fiscal_socioeconomic.csv,Long-term government bond yield,japan_enrichment,JAPAN,delta_1m,monthly,1,1,1,0,2006-02-28,2026-02-28,3615,0.9958677685950413,Derived from jp_long_rate_alt
jp_ngdp_level,country_level_macro_data/JaPaN GDP.csv,JPNNGDP,japan_enrichment,JAPAN,level,quarterly,4,1,1,0,2006-01-31,2026-02-28,3630,1.0,
jp_ngdp_level_yoy,country_level_macro_data/JaPaN GDP.csv,JPNNGDP,japan_enrichment,JAPAN,yoy_change,quarterly,4,1,1,0,2007-01-31,2026-02-28,3450,0.9504132231404959,Derived from jp_ngdp_level
jp_oecd_leading_alt,country_level_macro_data/JPNLOLITONOSTSAM.csv,JPNLOLITONOSTSAM,japan_enrichment,JAPAN,level,monthly,1,1,1,0,2006-01-31,2026-02-28,3630,1.0,
jp_oecd_leading_alt_delta_1m,country_level_macro_data/JPNLOLITONOSTSAM.csv,JPNLOLITONOSTSAM,japan_enrichment,JAPAN,delta_1m,monthly,1,1,1,0,2006-02-28,2026-02-28,3615,0.9958677685950413,Derived from jp_oecd_leading_alt
jp_pe_ratio,country_level_macro_data/japan_pe_topix_index.csv,Price to earnings,japan_enrichment,JAPAN,level,monthly,0,1,1,0,2006-01-31,2026-02-28,3630,1.0,
jp_pe_ratio_delta_1m,country_level_macro_data/japan_pe_topix_index.csv,Price to earnings,japan_enrichment,JAPAN,delta_1m,monthly,0,1,1,0,2006-02-28,2026-02-28,3615,0.9958677685950413,Derived from jp_pe_ratio
jp_policy_rate,country_level_macro_data/japan_macro_fiscal_socioeconomic.csv,Target policy rate,japan_enrichment,JAPAN,level,monthly,1,1,1,0,2006-01-31,2026-02-28,3630,1.0,
jp_policy_rate_delta_1m,country_level_macro_data/japan_macro_fiscal_socioeconomic.csv,Target policy rate,japan_enrichment,JAPAN,delta_1m,monthly,1,1,1,0,2006-02-28,2026-02-28,3615,0.9958677685950413,Derived from jp_policy_rate
jp_relevance_flag,derived_v4,jp_relevance_flag,metadata_dummy,SLEEVE_SPECIFIC,dummy_flag,monthly,0,1,1,0,2006-01-31,2026-02-28,3630,1.0,Static sleeve/group relevance indicator for v4 interactions.
jp_short_rate_alt,country_level_macro_data/japan_macro_fiscal_socioeconomic.csv,Short-term interest rate,japan_enrichment,JAPAN,level,monthly,1,1,1,0,2006-01-31,2026-02-28,3630,1.0,
jp_short_rate_alt_delta_1m,country_level_macro_data/japan_macro_fiscal_socioeconomic.csv,Short-term interest rate,japan_enrichment,JAPAN,delta_1m,monthly,1,1,1,0,2006-02-28,2026-02-28,3615,0.9958677685950413,Derived from jp_short_rate_alt
jp_tankan_actual,country_level_macro_data/japan_macro_fiscal_socioeconomic.csv,Tankan Actual,japan_enrichment,JAPAN,level,quarterly,4,1,1,0,2006-01-31,2026-02-28,3630,1.0,
jp_tankan_actual_delta_1m,country_level_macro_data/japan_macro_fiscal_socioeconomic.csv,Tankan Actual,japan_enrichment,JAPAN,delta_1m,quarterly,4,1,1,0,2006-02-28,2026-02-28,3615,0.9958677685950413,Derived from jp_tankan_actual
jp_tankan_forecast,country_level_macro_data/japan_macro_fiscal_socioeconomic.csv,Tankan Forecast,japan_enrichment,JAPAN,level,quarterly,4,1,1,0,2006-01-31,2026-02-28,3630,1.0,
jp_tankan_forecast_delta_1m,country_level_macro_data/japan_macro_fiscal_socioeconomic.csv,Tankan Forecast,japan_enrichment,JAPAN,delta_1m,quarterly,4,1,1,0,2006-02-28,2026-02-28,3615,0.9958677685950413,Derived from jp_tankan_forecast
jp_topix_index,country_level_macro_data/japan_pe_topix_index.csv,Topix index (RHS),japan_enrichment,JAPAN,market_price_level,monthly,0,1,1,0,2006-01-31,2026-02-28,3630,1.0,
jp_topix_index_logchg_12m,country_level_macro_data/japan_pe_topix_index.csv,Topix index (RHS),japan_enrichment,JAPAN,logchg_12m,monthly,0,1,1,0,2007-01-31,2026-02-28,3450,0.9504132231404959,Derived from jp_topix_index
jp_topix_index_logchg_1m,country_level_macro_data/japan_pe_topix_index.csv,Topix index (RHS),japan_enrichment,JAPAN,logchg_1m,monthly,0,1,1,0,2006-02-28,2026-02-28,3615,0.9958677685950413,Derived from jp_topix_index
jp_topix_index_mom_12_1,country_level_macro_data/japan_pe_topix_index.csv,Topix index (RHS),japan_enrichment,JAPAN,mom_12_1,monthly,0,1,1,0,2007-02-28,2026-02-28,3435,0.9462809917355371,Derived from jp_topix_index
jp_unemployment_level,country_level_macro_data/japan_macro_fiscal_socioeconomic.csv,UNEMPLOYMENT LEVEL,japan_enrichment,JAPAN,level,monthly,1,1,1,0,2006-01-31,2026-02-28,3630,1.0,
jp_unemployment_level_delta_1m,country_level_macro_data/japan_macro_fiscal_socioeconomic.csv,UNEMPLOYMENT LEVEL,japan_enrichment,JAPAN,delta_1m,monthly,1,1,1,0,2006-02-28,2026-02-28,3615,0.9958677685950413,Derived from jp_unemployment_level
jp_unemployment_rate_alt,country_level_macro_data/japan_macro_fiscal_socioeconomic.csv,UNEMPLOYMENT RATE,japan_enrichment,JAPAN,level,monthly,1,1,1,0,2006-01-31,2026-02-28,3630,1.0,
jp_unemployment_rate_alt_delta_1m,country_level_macro_data/japan_macro_fiscal_socioeconomic.csv,UNEMPLOYMENT RATE,japan_enrichment,JAPAN,delta_1m,monthly,1,1,1,0,2006-02-28,2026-02-28,3615,0.9958677685950413,Derived from jp_unemployment_rate_alt
local_10y_rate,data/intermediate/feature_panel.csv,local_10y_rate,baseline_macro_alias,LOCAL_MAPPED,compatibility_alias,monthly,1,1,1,0,2006-01-31,2026-02-28,2415,0.6652892561983471,Derived local alias retained for compatibility in the v4 feature layer.
local_10y_rate_delta_1m,data/intermediate/feature_panel.csv,local_10y_rate_delta_1m,baseline_macro_alias,LOCAL_MAPPED,compatibility_alias,monthly,1,1,1,0,2006-02-28,2026-02-28,2405,0.662534435261708,Derived local alias retained for compatibility in the v4 feature layer.
local_3m_rate,data/intermediate/feature_panel.csv,local_3m_rate,baseline_macro_alias,LOCAL_MAPPED,compatibility_alias,monthly,1,1,1,0,2006-02-28,2026-02-28,2410,0.6639118457300276,Derived local alias retained for compatibility in the v4 feature layer.
